Date,Transaction Type,Transaction Number,Display Name,Customer ID,Status By Today,Warehouse,Location ID,Reference Number,Product Name,Product Code,Item Discount Header,Rate Header,Description,Quantity,Unit,Unit Price,Total Line,Discount Line %,Discount Rate,Tax Rate,Tax Rate ID,Total per line,Discount Amount,Tax Amount,Taxable Amount per Line,Discount %,Company Name,Rate,Gross Amount,Gross Amt New
3/1/2022,Sales Order,SNI20220103-10,TK CAK TO,32154,Closed,Sedati,14,SNI-213,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,**Pop Ice Taro 25g,POP-0053,Promotion Discount,-2%,,6,Karton,208518.1818,1251109.091,3.00%,3,10,5,1213575.818,52588.28545,118930.4302,1189304.302,2,,202262.6364,1332506.248,1376220
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,**Pop Ice Es Teler 25g,POP-0064,Promotion Discount,-2%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,52588.28545,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,**Pop Ice Coklat Susu 25g,POP-0069,Promotion Discount,-2%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,52588.28545,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,**Pop Ice Cappucino 25g,POP-0076,Promotion Discount,-2%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,52588.28545,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,**Pop Ice Durian 25g,POP-0066,Promotion Discount,-2%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,52588.28545,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,**Pop Ice Permen Karet 25g,POP-0063,Promotion Discount,-2%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,52588.28545,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Choco Cheese 25g,POP-0060,Promotion Discount,-2%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Choco Cream 25g,POP-0068,Promotion Discount,-2%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Cappucino 25g,POP-0076,Promotion Discount,-2%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Coklat Susu 25g,POP-0069,Promotion Discount,-2%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,165855.3618,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Doger 25g,POP-0062,Promotion Discount,-2%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Durian 25g,POP-0066,Promotion Discount,-2%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Es Teler 25g,POP-0064,Promotion Discount,-2%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Guava 25g,POP-0067,Promotion Discount,-2%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,165855.3618,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Lychee 25g,POP-0073,Promotion Discount,-2%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,165855.3618,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Melon 25g,POP-0056,Promotion Discount,-2%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Mango 25g,POP-0057,Promotion Discount,-2%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Moccacino 25g,POP-0070,Promotion Discount,-2%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Permen Karet 25g,POP-0063,Promotion Discount,-2%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Strawberry 25g,POP-0058,Promotion Discount,-2%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Taro 25g,POP-0053,Promotion Discount,-2%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Thunder Choco Malt 25g,POP-0052,Promotion Discount,-2%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Vanilla Blue 25g,POP-0061,Promotion Discount,-2%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Yogurt Strawberry 25g,POP-0075,Promotion Discount,-2%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,165855.3618,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Chocolate 25g,POP-0051,Promotion Discount,-2%,,9,Karton,208518.1818,1876663.636,3.00%,3,10,5,1820363.727,165855.3618,178395.6453,1783956.453,2,,202262.6364,1998759.373,2064330
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
4/1/2022,Sales Order,SNI20220104-35,Tk fitri,21603,Partially Sent,Sedati,14,SNI-091,**Pop Ice Chocolate 25g,POP-0051,Promotion Discount,-2%,,4,Karton,208518.1818,834072.7273,3.00%,3,10,5,809050.5455,36407.27455,79286.95345,792869.5345,2,,202262.6364,888337.4989,917480
4/1/2022,Sales Order,SNI20220104-35,Tk fitri,21603,Partially Sent,Sedati,14,SNI-091,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
4/1/2022,Sales Order,SNI20220104-35,Tk fitri,21603,Partially Sent,Sedati,14,SNI-091,**Pop Ice Choco Cream 25g,POP-0068,Promotion Discount,-2%,,3,Karton,208518.1818,625554.5455,3.00%,3,10,5,606787.9091,36407.27455,59465.21509,594652.1509,2,,202262.6364,666253.1242,688110
4/1/2022,Sales Order,SNI20220104-35,Tk fitri,21603,Partially Sent,Sedati,14,SNI-091,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
4/1/2022,Sales Order,SNI20220104-35,Tk fitri,21603,Partially Sent,Sedati,14,SNI-091,**Pop Ice Strawberry 25g,POP-0058,Promotion Discount,-2%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,36407.27455,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
4/1/2022,Sales Order,SNI20220104-35,Tk fitri,21603,Partially Sent,Sedati,14,SNI-091,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
4/1/2022,Sales Order,SNI20220104-35,Tk fitri,21603,Partially Sent,Sedati,14,SNI-091,**Pop Ice Permen Karet 25g,POP-0063,Promotion Discount,-2%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,36407.27455,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
4/1/2022,Sales Order,SNI20220104-35,Tk fitri,21603,Partially Sent,Sedati,14,SNI-091,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
4/1/2022,Sales Order,SNI20220104-36,Tk falah snack,32114,Partially Sent,Sedati,14,SNI-173,**Pop Ice Cappucino 25g,POP-0076,Promotion Discount,-2%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,36407.27455,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
4/1/2022,Sales Order,SNI20220104-36,Tk falah snack,32114,Partially Sent,Sedati,14,SNI-173,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
4/1/2022,Sales Order,SNI20220104-36,Tk falah snack,32114,Partially Sent,Sedati,14,SNI-173,**Pop Ice Permen Karet 25g,POP-0063,Promotion Discount,-2%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,36407.27455,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
4/1/2022,Sales Order,SNI20220104-36,Tk falah snack,32114,Partially Sent,Sedati,14,SNI-173,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
4/1/2022,Sales Order,SNI20220104-36,Tk falah snack,32114,Partially Sent,Sedati,14,SNI-173,**Pop Ice Vanilla Blue 25g,POP-0061,Promotion Discount,-2%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,36407.27455,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
4/1/2022,Sales Order,SNI20220104-36,Tk falah snack,32114,Partially Sent,Sedati,14,SNI-173,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
4/1/2022,Sales Order,SNI20220104-36,Tk falah snack,32114,Partially Sent,Sedati,14,SNI-173,**Pop Ice Blueberry 25g,POP-0065,Promotion Discount,-2%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,36407.27455,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
4/1/2022,Sales Order,SNI20220104-36,Tk falah snack,32114,Partially Sent,Sedati,14,SNI-173,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
4/1/2022,Sales Order,SNI20220104-36,Tk falah snack,32114,Partially Sent,Sedati,14,SNI-173,**Pop Ice Strawberry 25g,POP-0058,Promotion Discount,-2%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,36407.27455,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
4/1/2022,Sales Order,SNI20220104-36,Tk falah snack,32114,Partially Sent,Sedati,14,SNI-173,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
4/1/2022,Sales Order,SNI20220104-36,Tk falah snack,32114,Partially Sent,Sedati,14,SNI-173,**Pop Ice Thunder Choco Malt 25g,POP-0052,Promotion Discount,-2%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,36407.27455,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
4/1/2022,Sales Order,SNI20220104-36,Tk falah snack,32114,Partially Sent,Sedati,14,SNI-173,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
4/1/2022,Sales Order,SNI20220104-36,Tk falah snack,32114,Partially Sent,Sedati,14,SNI-173,**Pop Ice Tornado Squash 25g,POP-0054,Promotion Discount,-2%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,36407.27455,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
4/1/2022,Sales Order,SNI20220104-36,Tk falah snack,32114,Partially Sent,Sedati,14,SNI-173,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
4/1/2022,Sales Order,SNI20220104-36,Tk falah snack,32114,Partially Sent,Sedati,14,SNI-173,**Pop Ice Taro 25g,POP-0053,Promotion Discount,-2%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,36407.27455,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
4/1/2022,Sales Order,SNI20220104-36,Tk falah snack,32114,Partially Sent,Sedati,14,SNI-173,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
4/1/2022,Sales Order,SNI20220104-36,Tk falah snack,32114,Partially Sent,Sedati,14,SNI-173,**Pop Ice Durian 25g,POP-0066,Promotion Discount,-2%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,36407.27455,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
4/1/2022,Sales Order,SNI20220104-36,Tk falah snack,32114,Partially Sent,Sedati,14,SNI-173,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
6/1/2022,Sales Order,SNI20220106-63,Toko amin/Sulkan,32593,Partially Sent,Sedati,14,SNI-652,**Pop Ice Chocolate 25g,POP-0051,Promotion Discount,-2%,,3,Pack,41703.63636,125110.9091,3.00%,3,10,5,121357.5818,40399.30073,11893.04302,118930.4302,2,,40452.52727,133250.6248,137622
6/1/2022,Sales Order,SNI20220106-63,Toko amin/Sulkan,32593,Partially Sent,Sedati,14,SNI-652,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
6/1/2022,Sales Order,SNI20220106-63,Toko amin/Sulkan,32593,Partially Sent,Sedati,14,SNI-652,**Pop Ice Durian 25g,POP-0066,Promotion Discount,-2%,,2,Pack,41703.63636,83407.27273,3.00%,3,10,5,80905.05455,40399.30073,7928.695346,79286.95346,2,,40452.52727,88833.74989,91748
6/1/2022,Sales Order,SNI20220106-63,Toko amin/Sulkan,32593,Partially Sent,Sedati,14,SNI-652,,Promotion Discount,Promotion Discount,-2%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
