date,Transaction Type,transactionNumber,Display Name,internalIdVendor,Status By Today,memo,dueDate,Warehouse,locationId,Product Name,Reference Number,productCode,Description,qty,unit,unitPrice,rate,discountLine,Witholding Amount,Company Name,Tax Number,Taxable Amount per Line,Total per line,Discount Amount,Discount %,Tax Rate,taxRateId,Tax Amount,noPo,internLIdPO,amount,grossAmount,Status 
16/03/2022,Purchase Invoice,10073,PT Forisa Nusapersada,668,Paid,,16/03/2022,Sedati,14,**Pop Ice Choco Cheese 25g,,POP-0060,,133,Karton,190700,190318.6,0.20%,0,,,25312373.8,25312373.8,0,0,10,5,2531237.38,10024,6422053,25312373.8,27843611.18,10024
16/03/2022,Purchase Invoice,10073,PT Forisa Nusapersada,668,Paid,,16/03/2022,Sedati,14,**Pop Ice Coklat Susu 25g,,POP-0069,,41,Karton,190700,190318.6,0.20%,0,,,7803062.6,7803062.6,0,0,10,5,780306.26,10024,6422053,7803062.6,8583368.86,10024
16/03/2022,Purchase Invoice,10073,PT Forisa Nusapersada,668,Paid,,16/03/2022,Sedati,14,**Pop Ice Choco Cheese 25g,,POP-0060,,20,Karton,190700,190318.6,0.20%,0,,,3806372,3806372,0,0,10,5,380637.2,10024,6422053,3806372,4187009.2,10024
16/03/2022,Purchase Invoice,10074,PT Forisa Nusapersada,668,Paid,,16/03/2022,Sedati,14,**Pop Ice Permen Karet 25g,,POP-0063,,63,Karton,190700,190318.6,0.20%,0,,,11990071.8,11990071.8,0,0,10,5,1199007.18,10023,6422052,11990071.8,13189078.98,10023
16/03/2022,Purchase Invoice,10074,PT Forisa Nusapersada,668,Paid,,16/03/2022,Sedati,14,**Pop Ice Doger 25g,,POP-0062,,48,Karton,190700,190318.6,0.20%,0,,,9135292.8,9135292.8,0,0,10,5,913529.28,10023,6422052,9135292.8,10048822.08,10023
16/03/2022,Purchase Invoice,10074,PT Forisa Nusapersada,668,Paid,,16/03/2022,Sedati,14,**Pop Ice Permen Karet 25g,,POP-0063,,248,Karton,190700,190318.6,0.20%,0,,,47199012.8,47199012.8,0,0,10,5,4719901.28,10023,6422052,47199012.8,51918914.08,10023
16/03/2022,Purchase Invoice,10074,PT Forisa Nusapersada,668,Paid,,16/03/2022,Sedati,14,**Pop Ice Avocado 25g,,POP-0055,,126,Karton,190700,190318.6,0.20%,0,,,23980143.6,23980143.6,0,0,10,5,2398014.36,10023,6422052,23980143.6,26378157.96,10023
16/03/2022,Purchase Invoice,10074,PT Forisa Nusapersada,668,Paid,,16/03/2022,Sedati,14,**Pop Ice Chocolate 25g,,POP-0051,,198,Karton,190700,190318.6,0.20%,0,,,37683082.8,37683082.8,0,0,10,5,3768308.28,10023,6422052,37683082.8,41451391.08,10023
16/03/2022,Purchase Invoice,10074,PT Forisa Nusapersada,668,Paid,,16/03/2022,Sedati,14,**Pop Ice Vanilla Blue 25g,,POP-0061,,126,Karton,190700,190318.6,0.20%,0,,,23980143.6,23980143.6,0,0,10,5,2398014.36,10023,6422052,23980143.6,26378157.96,10023
16/03/2022,Purchase Invoice,10074,PT Forisa Nusapersada,668,Paid,,16/03/2022,Sedati,14,**Pop Ice Chocolate 25g,,POP-0051,,252,Karton,190700,190318.6,0.20%,0,,,47960287.2,47960287.2,0,0,10,5,4796028.72,10023,6422052,47960287.2,52756315.92,10023
16/03/2022,Purchase Invoice,10074,PT Forisa Nusapersada,668,Paid,,16/03/2022,Sedati,14,**Pop Ice Cappucino 25g,,POP-0076,,54,Karton,190700,190318.6,0.20%,0,,,10277204.4,10277204.4,0,0,10,5,1027720.44,10023,6422052,10277204.4,11304924.84,10023
16/03/2022,Purchase Invoice,10074,PT Forisa Nusapersada,668,Paid,,16/03/2022,Sedati,14,**Pop Ice Anggur 25g,,POP-0078,,252,Karton,190700,190318.6,0.20%,0,,,47960287.2,47960287.2,0,0,10,5,4796028.72,10023,6422052,47960287.2,52756315.92,10023
16/03/2022,Purchase Invoice,10074,PT Forisa Nusapersada,668,Paid,,16/03/2022,Sedati,14,**Pop Ice Melon 25g,,POP-0056,,63,Karton,190700,190318.6,0.20%,0,,,11990071.8,11990071.8,0,0,10,5,1199007.18,10023,6422052,11990071.8,13189078.98,10023
