date,Transaction Type,transactionNumber,Display Name,internalIdVendor,Status By Today,memo,dueDate,Warehouse,locationId,Product Name,Reference Number,productCode,Description,qty,unit,unitPrice,rate,discountLine,Witholding Amount,Company Name,Tax Number,Taxable Amount per Line,Total per line,Discount Amount,Discount %,Tax Rate,taxRateId,Tax Amount,noPo,internLIdPO,amount,grossAmount,Status 
14/03/2022,Purchase Invoice,10076,PT Forisa Nusapersada,668,Paid,,14/03/2022,Sedati,14,**Nutrijell Pudding Susu Vanilla 140g,,NJL-0016,,50,Karton,210950,210528.1,0.20%,0,,,10526405,10526405,0,0,10,5,1052640.5,10023,6422052,10526405,11579045.5,10023
14/03/2022,Purchase Invoice,10076,PT Forisa Nusapersada,668,Paid,,14/03/2022,Sedati,14,**Nutrijell Melon 15g,,NJL-0026,,150,Karton,463529,462601.94,0.20%,0,,,69390291.3,69390291.3,0,0,10,5,6939029.13,10023,6422052,69390291.3,76329320.43,10023
14/03/2022,Purchase Invoice,10077,PT Forisa Nusapersada,668,Paid,Mohon dibayarkan sesuai amount to transfer sejumlah Rp857.340.768 karena ada selisih pembulatan sistem,14/03/2022,Sedati,14,**Nutrijell Pudding Susu Melon 145g,,NJL-0017,,40,Karton,210950,210528.1,0.20%,0,,,8421124,8421124,0,0,10,5,842112.4,10022,6422051,8421124,9263236.4,10022
14/03/2022,Purchase Invoice,10078,PT Forisa Nusapersada,668,Paid,,14/03/2022,Sedati,14,**Anget Sari Susu Jahe 25g,,ASR-0001,,180,Karton,178730,178372.54,0.20%,0,,,32107057.2,32107057.2,0,0,10,5,3210705.72,10023,6422052,32107057.2,35317762.92,10023
14/03/2022,Purchase Invoice,10079,PT Forisa Nusapersada,668,Paid,,14/03/2022,Sedati,14,**Pop Ice Permen Karet 25g,,POP-0063,,189,Karton,190700,190318.6,0.20%,0,,,35970215.4,35970215.4,0,0,10,5,3597021.54,10023,6422052,35970215.4,39567236.94,10023
14/03/2022,Purchase Invoice,10079,PT Forisa Nusapersada,668,Paid,,14/03/2022,Sedati,14,**Pop Ice Vanilla Blue 25g,,POP-0061,,63,Karton,190700,190318.6,0.20%,0,,,11990071.8,11990071.8,0,0,10,5,1199007.18,10023,6422052,11990071.8,13189078.98,10023
14/03/2022,Purchase Invoice,10079,PT Forisa Nusapersada,668,Paid,,14/03/2022,Sedati,14,**Pop Ice Doger 25g,,POP-0062,,252,Karton,190700,190318.6,0.20%,0,,,47960287.2,47960287.2,0,0,10,5,4796028.72,10023,6422052,47960287.2,52756315.92,10023
14/03/2022,Purchase Invoice,10079,PT Forisa Nusapersada,668,Paid,,14/03/2022,Sedati,14,**Pop Ice Chocolate 25g,,POP-0051,,432,Karton,190700,190318.6,0.20%,0,,,82217635.2,82217635.2,0,0,10,5,8221763.52,10023,6422052,82217635.2,90439398.72,10023
14/03/2022,Purchase Invoice,10079,PT Forisa Nusapersada,668,Paid,,14/03/2022,Sedati,14,**Pop Ice Avocado 25g,,POP-0055,,378,Karton,190700,190318.6,0.20%,0,,,71940430.8,71940430.8,0,0,10,5,7194043.08,10023,6422052,71940430.8,79134473.88,10023
14/03/2022,Purchase Invoice,10079,PT Forisa Nusapersada,668,Paid,,14/03/2022,Sedati,14,**Pop Ice Melon 25g,,POP-0056,,315,Karton,190700,190318.6,0.20%,0,,,59950359,59950359,0,0,10,5,5995035.9,10023,6422052,59950359,65945394.9,10023
14/03/2022,Purchase Invoice,10079,PT Forisa Nusapersada,668,Paid,,14/03/2022,Sedati,14,**Pop Ice Strawberry 25g,,POP-0058,,126,Karton,190700,190318.6,0.20%,0,,,23980143.6,23980143.6,0,0,10,5,2398014.36,10023,6422052,23980143.6,26378157.96,10023
