Date,Transaction Type,Transaction Number,Display Name,Customer ID,Status By Today,Warehouse,Location ID,Reference Number,Product Name,Product Code,Item Discount Header,Rate Header,Description,Quantity,Unit,Unit Price,Total Line,Discount Line %,Discount Rate,Tax Rate,Tax Rate ID,Total per line,Discount Amount,Tax Amount,Taxable Amount per Line,Discount %,Company Name,Rate,Gross Amount,Gross Amt New
3/1/2022,Sales Order,SNI20220103-1,Toko Amanah,51885,Closed,Sedati,14,SNI-567,**Pop Ice Vanilla Latte 25g,Promotion Discount,,,,,,-2%,0,0.02,2,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-1,Toko Amanah,51885,Closed,Sedati,14,SNI-567,**Pop Ice Vanilla Blue 25g,POP-0061,,,,1,Pack,41703.63636,41703.63636,0.02,2,10,5,40869.56364,0,4086.956364,40869.56364,0,,40869.56364,44956.52,45874
3/1/2022,Sales Order,SNI20220103-1,Toko Amanah,51885,Closed,Sedati,14,SNI-567,**Pop Ice Vanilla Blue 25g,Promotion Discount,,,,,,-2%,0,0.02,2,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-1,Toko Amanah,51885,Closed,Sedati,14,SNI-567,**Anget Sari Susu Jahe 25g,ASR-0001,,,,1,Pack,38963.63636,38963.63636,0.02,2,10,5,38184.36364,0,3818.436364,38184.36364,0,,38184.36364,42002.8,42860
3/1/2022,Sales Order,SNI20220103-1,Toko Amanah,51885,Closed,Sedati,14,SNI-567,**Anget Sari Susu Jahe 25g,Promotion Discount,,,,,,-2%,0,0.02,2,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-1,Toko Amanah,51885,Closed,Sedati,14,SNI-567,**Anget Sari Wedang Jahe 24g,ASR-0002,,,,1,Pack,15595.45455,15595.45455,0.02,2,10,5,15283.54545,0,1528.354545,15283.54545,0,,15283.54545,16811.9,17155
3/1/2022,Sales Order,SNI20220103-1,Toko Amanah,51885,Closed,Sedati,14,SNI-567,**Anget Sari Wedang Jahe 24g,Promotion Discount,,,,,,-2%,0,0.02,2,10,5,,,,,,,,,0
4/1/2022,Sales Order,SNI20220104-32,Tk Fauzi snack,32506,Closed,Sedati,14,SNI-565,**Pop Ice Chocolate 25g,POP-0051,,,,1,Pack,41703.63636,41703.63636,0.00%,0,10,5,41703.63636,0,4170.363636,41703.63636,0,,41703.63636,45874,45874
4/1/2022,Sales Order,SNI20220104-32,Tk Fauzi snack,32506,Closed,Sedati,14,SNI-565,**Pop Ice Melon 25g,POP-0056,,,,1,Pack,41703.63636,41703.63636,0.00%,0,10,5,41703.63636,0,4170.363636,41703.63636,0,,41703.63636,45874,45874
4/1/2022,Sales Order,SNI20220104-32,Tk Fauzi snack,32506,Closed,Sedati,14,SNI-565,**Pop Ice Permen Karet 25g,POP-0063,,,,1,Pack,41703.63636,41703.63636,0.00%,0,10,5,41703.63636,0,4170.363636,41703.63636,0,,41703.63636,45874,45874
