Date,Transaction Type,Transaction Number,Display Name,Customer ID,Status By Today,Warehouse,Location ID,Reference Number,Product Name,Product Code,Item Discount Header,Rate Header,Description,Quantity,Unit,Unit Price,Total Line,Discount Line %,Discount Rate,Tax Rate,Tax Rate ID,Total per line,Discount Amount,Tax Amount,Taxable Amount per Line,Discount %,Company Name,Rate,Gross Amount,Gross Amt New
3/1/2022,Sales Order,SNI20220103-4,Kurnia jaya,25421,Partially Sent,Sedati,14,SNI-381,**Pop Ice Vanilla Blue 25g,POP-0061,Promotion Discount,-1%,,1,Pack,41703.63636,41703.63636,1.00%,1,10,5,41286.6,4487.274,4087.3734,40873.734,1,,41286.6,45373.9734,45874
3/1/2022,Sales Order,SNI20220103-4,Kurnia jaya,25421,Partially Sent,Sedati,14,SNI-381,,Promotion Discount,Promotion Discount,-1%,,,,-1%,0,1.00%,1,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-4,Kurnia jaya,25421,Partially Sent,Sedati,14,SNI-381,**Pop Ice Melon 25g,POP-0056,Promotion Discount,-1%,,1,Pack,41703.63636,41703.63636,1.00%,1,10,5,41286.6,4487.274,4087.3734,40873.734,1,,41286.6,45373.9734,45874
3/1/2022,Sales Order,SNI20220103-4,Kurnia jaya,25421,Partially Sent,Sedati,14,SNI-381,,Promotion Discount,Promotion Discount,-1%,,,,-1%,0,1.00%,1,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-4,Kurnia jaya,25421,Partially Sent,Sedati,14,SNI-381,**Anget Sari Susu Jahe 25g,ASR-0001,Promotion Discount,-1%,,2,Pack,38963.63636,77927.27273,1.00%,1,10,5,77148,4487.274,7637.652,76376.52,1,,38574,84785.652,85720
3/1/2022,Sales Order,SNI20220103-4,Kurnia jaya,25421,Partially Sent,Sedati,14,SNI-381,,Promotion Discount,Promotion Discount,-1%,,,,-1%,0,1.00%,1,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-5,Tk sutini,31961,Closed,Sedati,14,SNI-020,**Pop Ice Chocolate 25g,POP-0051,Promotion Discount,-1%,,1,Pack,41703.63636,41703.63636,1.00%,1,10,5,41286.6,1238.598,4087.3734,40873.734,1,,41286.6,45373.9734,45874
3/1/2022,Sales Order,SNI20220103-5,Tk sutini,31961,Closed,Sedati,14,SNI-020,,Promotion Discount,Promotion Discount,-1%,,,,-1%,0,1.00%,1,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-5,Tk sutini,31961,Closed,Sedati,14,SNI-020,**Pop Ice Vanilla Blue 25g,POP-0061,Promotion Discount,-1%,,1,Pack,41703.63636,41703.63636,1.00%,1,10,5,41286.6,1238.598,4087.3734,40873.734,1,,41286.6,45373.9734,45874
3/1/2022,Sales Order,SNI20220103-5,Tk sutini,31961,Closed,Sedati,14,SNI-020,,Promotion Discount,Promotion Discount,-1%,,,,-1%,0,1.00%,1,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-5,Tk sutini,31961,Closed,Sedati,14,SNI-020,**Pop Ice Permen Karet 25g,POP-0063,Promotion Discount,-1%,,1,Pack,41703.63636,41703.63636,1.00%,1,10,5,41286.6,1238.598,4087.3734,40873.734,1,,41286.6,45373.9734,45874
3/1/2022,Sales Order,SNI20220103-5,Tk sutini,31961,Closed,Sedati,14,SNI-020,,Promotion Discount,Promotion Discount,-1%,,,,-1%,0,1.00%,1,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-8,Sumber kehidupan,32325,Closed,Sedati,14,SNI-384,**Nutrijell Coklat 30g,NJL-0008,Promotion Discount,-3%,,2,Karton,620526.3636,1241052.727,3.00%,3,10,5,1203821.145,86549.29055,117974.4723,1179744.723,2,,601910.5727,1321795.618,1365158
3/1/2022,Sales Order,SNI20220103-8,Sumber kehidupan,32325,Closed,Sedati,14,SNI-384,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-8,Sumber kehidupan,32325,Closed,Sedati,14,SNI-384,**Nutrijell Ekonomis Coklat 20gr,NJL-0007,Promotion Discount,-3%,,1,Karton,283124.5455,283124.5455,3.00%,3,10,5,274630.8091,86549.29055,26913.81929,269138.1929,2,,274630.8091,301544.6284,311437
3/1/2022,Sales Order,SNI20220103-8,Sumber kehidupan,32325,Closed,Sedati,14,SNI-384,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-8,Sumber kehidupan,32325,Closed,Sedati,14,SNI-384,**Nutrijell Pudding Susu Vanilla 140g,NJL-0016,Promotion Discount,-3%,,2,Karton,231818.1818,463636.3636,3.00%,3,10,5,449727.2727,86549.29055,44073.27273,440732.7273,2,,224863.6364,493800.5455,510000
3/1/2022,Sales Order,SNI20220103-8,Sumber kehidupan,32325,Closed,Sedati,14,SNI-384,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-8,Sumber kehidupan,32325,Closed,Sedati,14,SNI-384,**Nutrijell Mangga 15g,NJL-0028,Promotion Discount,-3%,,2,Karton,509372.7273,1018745.455,3.00%,3,10,5,988183.0909,86549.29055,96841.94291,968419.4291,2,,494091.5455,1085025.034,1120620
3/1/2022,Sales Order,SNI20220103-8,Sumber kehidupan,32325,Closed,Sedati,14,SNI-384,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-8,Sumber kehidupan,32325,Closed,Sedati,14,SNI-384,**Nutrijell Jeruk 15g,NJL-0029,Promotion Discount,-3%,,1,Karton,509372.7273,509372.7273,3.00%,3,10,5,494091.5455,86549.29055,48420.97145,484209.7145,2,,494091.5455,542512.5169,560310
3/1/2022,Sales Order,SNI20220103-8,Sumber kehidupan,32325,Closed,Sedati,14,SNI-384,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-8,Sumber kehidupan,32325,Closed,Sedati,14,SNI-384,**Nutrijell Leci 15g,NJL-0027,Promotion Discount,-3%,,1,Karton,509372.7273,509372.7273,3.00%,3,10,5,494091.5455,86549.29055,48420.97145,484209.7145,2,,494091.5455,542512.5169,560310
3/1/2022,Sales Order,SNI20220103-8,Sumber kehidupan,32325,Closed,Sedati,14,SNI-384,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-8,Sumber kehidupan,32325,Closed,Sedati,14,SNI-384,**Nutrijell Balanced Color Sirsak 15g,NJL-0010,Promotion Discount,-3%,,1,Karton,435999.0909,435999.0909,3.00%,3,10,5,422919.1182,86549.29055,41446.07358,414460.7358,2,,422919.1182,464365.1918,479599
3/1/2022,Sales Order,SNI20220103-8,Sumber kehidupan,32325,Closed,Sedati,14,SNI-384,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-10,TK CAK TO,32154,Closed,Sedati,14,SNI-213,**Pop Ice Chocolate 25g,POP-0051,Promotion Discount,-3%,,5,Karton,208518.1818,1042590.909,3.00%,3,10,5,1011313.182,44497.78,99108.69182,991086.9182,2,,202262.6364,1110421.874,1146850
3/1/2022,Sales Order,SNI20220103-10,TK CAK TO,32154,Closed,Sedati,14,SNI-213,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-10,TK CAK TO,32154,Closed,Sedati,14,SNI-213,**Pop Ice Strawberry 25g,POP-0058,Promotion Discount,-3%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,44497.78,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-10,TK CAK TO,32154,Closed,Sedati,14,SNI-213,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-10,TK CAK TO,32154,Closed,Sedati,14,SNI-213,**Pop Ice Taro 25g,POP-0053,Promotion Discount,-3%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,44497.78,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
3/1/2022,Sales Order,SNI20220103-10,TK CAK TO,32154,Closed,Sedati,14,SNI-213,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-10,TK CAK TO,32154,Closed,Sedati,14,SNI-213,**Pop Ice Lychee 25g,POP-0073,Promotion Discount,-3%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,44497.78,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
3/1/2022,Sales Order,SNI20220103-10,TK CAK TO,32154,Closed,Sedati,14,SNI-213,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-10,TK CAK TO,32154,Closed,Sedati,14,SNI-213,**Pop Ice Vanilla Blue 25g,POP-0061,Promotion Discount,-3%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,44497.78,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-10,TK CAK TO,32154,Closed,Sedati,14,SNI-213,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,**Pop Ice Taro 25g,POP-0053,Promotion Discount,-3%,,6,Karton,208518.1818,1251109.091,3.00%,3,10,5,1213575.818,52588.28545,118930.4302,1189304.302,2,,202262.6364,1332506.248,1376220
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,**Pop Ice Es Teler 25g,POP-0064,Promotion Discount,-3%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,52588.28545,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,**Pop Ice Coklat Susu 25g,POP-0069,Promotion Discount,-3%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,52588.28545,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,**Pop Ice Cappucino 25g,POP-0076,Promotion Discount,-3%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,52588.28545,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,**Pop Ice Durian 25g,POP-0066,Promotion Discount,-3%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,52588.28545,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,**Pop Ice Permen Karet 25g,POP-0063,Promotion Discount,-3%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,52588.28545,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-11,Tk Nurul 2,32490,Closed,Sedati,14,SNI-549,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Choco Cheese 25g,POP-0060,Promotion Discount,-3%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Choco Cream 25g,POP-0068,Promotion Discount,-3%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Cappucino 25g,POP-0076,Promotion Discount,-3%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Coklat Susu 25g,POP-0069,Promotion Discount,-3%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,165855.3618,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Doger 25g,POP-0062,Promotion Discount,-3%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Durian 25g,POP-0066,Promotion Discount,-3%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Es Teler 25g,POP-0064,Promotion Discount,-3%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Guava 25g,POP-0067,Promotion Discount,-3%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,165855.3618,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Lychee 25g,POP-0073,Promotion Discount,-3%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,165855.3618,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Melon 25g,POP-0056,Promotion Discount,-3%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Mango 25g,POP-0057,Promotion Discount,-3%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Moccacino 25g,POP-0070,Promotion Discount,-3%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Permen Karet 25g,POP-0063,Promotion Discount,-3%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Strawberry 25g,POP-0058,Promotion Discount,-3%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Taro 25g,POP-0053,Promotion Discount,-3%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Thunder Choco Malt 25g,POP-0052,Promotion Discount,-3%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Vanilla Blue 25g,POP-0061,Promotion Discount,-3%,,2,Karton,208518.1818,417036.3636,3.00%,3,10,5,404525.2727,165855.3618,39643.47673,396434.7673,2,,202262.6364,444168.7495,458740
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Yogurt Strawberry 25g,POP-0075,Promotion Discount,-3%,,1,Karton,208518.1818,208518.1818,3.00%,3,10,5,202262.6364,165855.3618,19821.73836,198217.3836,2,,202262.6364,222084.3747,229370
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,**Pop Ice Chocolate 25g,POP-0051,Promotion Discount,-3%,,9,Karton,208518.1818,1876663.636,3.00%,3,10,5,1820363.727,165855.3618,178395.6453,1783956.453,2,,202262.6364,1998759.373,2064330
3/1/2022,Sales Order,SNI20220103-13,Erlita snack,32324,Partially Sent,Sedati,14,SNI-383,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-16,Tk CSS,32429,Partially Sent,Sedati,14,SNI-488,**Pop Ice Chocolate 25g,POP-0051,Promotion Discount,-3%,,75,Karton,208518.1818,15638863.64,3.00%,3,10,5,15169697.73,1012055.276,1471460.68,14714606.8,3,,202262.6364,16641158.41,17202750
3/1/2022,Sales Order,SNI20220103-16,Tk CSS,32429,Partially Sent,Sedati,14,SNI-488,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-16,Tk CSS,32429,Partially Sent,Sedati,14,SNI-488,**Pop Ice Taro 25g,POP-0053,Promotion Discount,-3%,,10,Karton,208518.1818,2085181.818,3.00%,3,10,5,2022626.364,1012055.276,196194.7573,1961947.573,3,,202262.6364,2218821.121,2293700
3/1/2022,Sales Order,SNI20220103-16,Tk CSS,32429,Partially Sent,Sedati,14,SNI-488,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
3/1/2022,Sales Order,SNI20220103-16,Tk CSS,32429,Partially Sent,Sedati,14,SNI-488,**Pop Ice Mango 25g,POP-0057,Promotion Discount,-3%,,12,Karton,208518.1818,2502218.182,3.00%,3,10,5,2427151.636,1012055.276,235433.7087,2354337.087,3,,202262.6364,2662585.345,2752440
3/1/2022,Sales Order,SNI20220103-16,Tk CSS,32429,Partially Sent,Sedati,14,SNI-488,,Promotion Discount,Promotion Discount,-3%,,,,-3%,0,3.00%,3,10,5,,,,,,,,,0
