date,Transaction Type,transactionNumber,Display Name,internalIdVendor,Status By Today,memo,dueDate,Warehouse,locationId,Product Name,Reference Number,productCode,Description,qty,unit,unitPrice,rate,discountLine,Witholding Amount,Company Name,Tax Number,Taxable Amount per Line,Total per line,Discount Amount,Discount %,Tax Rate,taxRateId,Tax Amount,noPo,internLIdPO,amount,grossAmount,Status 
9/2/2022,Purchase Invoice,10043,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota amount to transfer Rp634.541.751,9/2/2022,Sedati,14,**Nutrijell Ekonomis Mangga 10g,,NJL-0037,,75,Karton,176730,176376.54,0.20%,0,,,13228240.5,13228240.5,0,0,10,5,1322824.05,10017,6422345,13228240.5,14551064.55,10022
9/2/2022,Purchase Invoice,10043,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota amount to transfer Rp634.541.752,9/2/2022,Sedati,14,**Nutrijell Ekonomis Jeruk 10g,,NJL-0038,,75,Karton,176730,176376.54,0.20%,0,,,13228240.5,13228240.5,0,0,10,5,1322824.05,10017,6422345,13228240.5,14551064.55,10022
9/2/2022,Purchase Invoice,10043,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota amount to transfer Rp634.541.753,9/2/2022,Sedati,14,**Nutrijell Ekonomis Plain 10g,,NJL-0040,,20,Karton,176730,176376.54,0.20%,0,,,3527530.8,3527530.8,0,0,10,5,352753.08,10017,6422345,3527530.8,3880283.88,10022
9/2/2022,Purchase Invoice,10043,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota amount to transfer Rp634.541.754,9/2/2022,Sedati,14,**Nutrijell Balanced Color Sirsak 15g,,NJL-0010,,5,Karton,391720,390936.56,0.20%,0,,,1954682.8,1954682.8,0,0,10,5,195468.28,10017,6422345,1954682.8,2150151.08,10022
9/2/2022,Purchase Invoice,10043,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota amount to transfer Rp634.541.755,9/2/2022,Sedati,14,**Nutrijell Pudding Susu Vanilla 140g,,NJL-0016,,15,Karton,210950,210528.1,0.20%,0,,,3157921.5,3157921.5,0,0,10,5,315792.15,10017,6422345,3157921.5,3473713.65,10022
9/2/2022,Purchase Invoice,10043,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota amount to transfer Rp634.541.756,9/2/2022,Sedati,14,**Nutrijell Pudding Susu Mangga 130g,,NJL-0018,,25,Karton,210950,210528.1,0.20%,0,,,5263202.5,5263202.5,0,0,10,5,526320.25,10017,6422345,5263202.5,5789522.75,10022
9/2/2022,Purchase Invoice,10043,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota amount to transfer Rp634.541.757,9/2/2022,Sedati,14,**Nutrijell Pudding Susu Strawberry 145g,,NJL-0019,,15,Karton,210950,210528.1,0.20%,0,,,3157921.5,3157921.5,0,0,10,5,315792.15,10017,6422345,3157921.5,3473713.65,10022
9/2/2022,Purchase Invoice,10041,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota. amount to transfer Rp634.541.739,9/2/2022,Sedati,14,**Pop Ice Chocolate 25g,,POP-0051,,441,Karton,190700,190318.6,0.20%,0,,,83930502.6,83930502.6,0,0,10,5,8393050.26,10017,6422345,83930502.6,92323552.86,10017
9/2/2022,Purchase Invoice,10041,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota. amount to transfer Rp634.541.739,9/2/2022,Sedati,14,**Pop Ice Coklat Biskuit 25g,,POP-0059,,100,Karton,190700,190318.6,0.20%,0,,,19031860,19031860,0,0,10,5,1903186,10017,6422345,19031860,20935046,10017
9/2/2022,Purchase Invoice,10041,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota. amount to transfer Rp634.541.739,9/2/2022,Sedati,14,**Pop Ice Choco Cream 25g,,POP-0068,,50,Karton,190700,190318.6,0.20%,0,,,9515930,9515930,0,0,10,5,951593,10017,6422345,9515930,10467523,10017
9/2/2022,Purchase Invoice,10041,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota. amount to transfer Rp634.541.739,9/2/2022,Sedati,14,**Pop Ice Coklat Susu 25g,,POP-0069,,63,Karton,190700,190318.6,0.20%,0,,,11990071.8,11990071.8,0,0,10,5,1199007.18,10017,6422345,11990071.8,13189078.98,10017
9/2/2022,Purchase Invoice,10041,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota. amount to transfer Rp634.541.739,9/2/2022,Sedati,14,**Pop Ice Cappucino 25g,,POP-0076,,54,Karton,190700,190318.6,0.20%,0,,,10277204.4,10277204.4,0,0,10,5,1027720.44,10017,6422345,10277204.4,11304924.84,10017
9/2/2022,Purchase Invoice,10041,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota. amount to transfer Rp634.541.739,9/2/2022,Sedati,14,**Pop Ice Choco Cheese 25g,,POP-0060,,50,Karton,190700,190318.6,0.20%,0,,,9515930,9515930,0,0,10,5,951593,10017,6422345,9515930,10467523,10017
9/2/2022,Purchase Invoice,10041,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota. amount to transfer Rp634.541.739,9/2/2022,Sedati,14,**Pop Ice Vanilla Latte 25g,,POP-0071,,54,Karton,190700,190318.6,0.20%,0,,,10277204.4,10277204.4,0,0,10,5,1027720.44,10017,6422345,10277204.4,11304924.84,10017
9/2/2022,Purchase Invoice,10041,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota. amount to transfer Rp634.541.739,9/2/2022,Sedati,14,**Pop Ice Vanilla Blue 25g,,POP-0061,,63,Karton,190700,190318.6,0.20%,0,,,11990071.8,11990071.8,0,0,10,5,1199007.18,10017,6422345,11990071.8,13189078.98,10017
9/2/2022,Purchase Invoice,10041,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota. amount to transfer Rp634.541.739,9/2/2022,Sedati,14,**Pop Ice Cream Cheese 25g,,POP-0077,,25,Karton,190700,190318.6,0.20%,0,,,4757965,4757965,0,0,10,5,475796.5,10017,6422345,4757965,5233761.5,10017
9/2/2022,Purchase Invoice,10041,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota. amount to transfer Rp634.541.739,9/2/2022,Sedati,14,**Pop Ice Permen Karet 25g,,POP-0063,,63,Karton,190700,190318.6,0.20%,0,,,11990071.8,11990071.8,0,0,10,5,1199007.18,10017,6422345,11990071.8,13189078.98,10017
9/2/2022,Purchase Invoice,10041,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota. amount to transfer Rp634.541.739,9/2/2022,Sedati,14,**Pop Ice Es Teler 25g,,POP-0064,,50,Karton,190700,190318.6,0.20%,0,,,9515930,9515930,0,0,10,5,951593,10017,6422345,9515930,10467523,10017
9/2/2022,Purchase Invoice,10041,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota. amount to transfer Rp634.541.739,9/2/2022,Sedati,14,**Pop Ice Kacang Hijau 25g,,POP-0072,,25,Karton,190700,190318.6,0.20%,0,,,4757965,4757965,0,0,10,5,475796.5,10017,6422345,4757965,5233761.5,10017
9/2/2022,Purchase Invoice,10041,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota. amount to transfer Rp634.541.739,9/2/2022,Sedati,14,**Pop Ice Avocado 25g,,POP-0055,,189,Karton,190700,190318.6,0.20%,0,,,35970215.4,35970215.4,0,0,10,5,3597021.54,10017,6422345,35970215.4,39567236.94,10017
9/2/2022,Purchase Invoice,10041,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota. amount to transfer Rp634.541.739,9/2/2022,Sedati,14,**Pop Ice Blueberry 25g,,POP-0065,,50,Karton,190700,190318.6,0.20%,0,,,9515930,9515930,0,0,10,5,951593,10017,6422345,9515930,10467523,10017
9/2/2022,Purchase Invoice,10041,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota. amount to transfer Rp634.541.739,9/2/2022,Sedati,14,**Pop Ice Durian 25g,,POP-0066,,126,Karton,190700,190318.6,0.20%,0,,,23980143.6,23980143.6,0,0,10,5,2398014.36,10017,6422345,23980143.6,26378157.96,10017
9/2/2022,Purchase Invoice,10041,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota. amount to transfer Rp634.541.739,9/2/2022,Sedati,14,**Pop Ice Anggur 25g,,POP-0078,,52,Karton,190700,190318.6,0.20%,0,,,9896567.2,9896567.2,0,0,10,5,989656.72,10017,6422345,9896567.2,10886223.92,10017
9/2/2022,Purchase Invoice,10041,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota. amount to transfer Rp634.541.739,9/2/2022,Sedati,14,**Pop Ice Guava 25g,,POP-0067,,30,Karton,190700,190318.6,0.20%,0,,,5709558,5709558,0,0,10,5,570955.8,10017,6422345,5709558,6280513.8,10017
9/2/2022,Purchase Invoice,10041,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota. amount to transfer Rp634.541.739,9/2/2022,Sedati,14,**Pop Ice Melon 25g,,POP-0056,,62,Karton,190700,190318.6,0.20%,0,,,11799753.2,11799753.2,0,0,10,5,1179975.32,10017,6422345,11799753.2,12979728.52,10017
9/2/2022,Purchase Invoice,10041,PT Forisa Nusapersada,668,Paid,Dibayarkan sesuai dengan lampiran nota. amount to transfer Rp634.541.739,9/2/2022,Sedati,14,**Pop Ice Anggur 25g,,POP-0078,,137,Karton,190700,190318.6,0.20%,0,,,26073648.2,26073648.2,0,0,10,5,2607364.82,10017,6422345,26073648.2,28681013.02,10017
